"ZIPCODE":"55014","TOTALCUSTOMERS":7346,"CUSTOMERSOUT":30
"ZIPCODE":"55016","TOTALCUSTOMERS":15527,"CUSTOMERSOUT":1
"ZIPCODE":"55103","TOTALCUSTOMERS":5303,"CUSTOMERSOUT":25
"ZIPCODE":"55116","TOTALCUSTOMERS":12612,"CUSTOMERSOUT":1
"ZIPCODE":"55125","TOTALCUSTOMERS":19137,"CUSTOMERSOUT":7
"ZIPCODE":"55333","TOTALCUSTOMERS":313,"CUSTOMERSOUT":7
"ZIPCODE":"55334","TOTALCUSTOMERS":1270,"CUSTOMERSOUT":11
"ZIPCODE":"55425","TOTALCUSTOMERS":6066,"CUSTOMERSOUT":2
"ZIPCODE":"55449","TOTALCUSTOMERS":1467,"CUSTOMERSOUT":13
"ZIPCODE":"57105","TOTALCUSTOMERS":11472,"CUSTOMERSOUT":1
"ZIPCODE":"79086","TOTALCUSTOMERS":1187,"CUSTOMERSOUT":12
"ZIPCODE":"79108","TOTALCUSTOMERS":6419,"CUSTOMERSOUT":2
"ZIPCODE":"79408","TOTALCUSTOMERS":18,"CUSTOMERSOUT":2
"ZIPCODE":"80019","TOTALCUSTOMERS":3818,"CUSTOMERSOUT":2
"ZIPCODE":"80211","TOTALCUSTOMERS":20519,"CUSTOMERSOUT":25
"ZIPCODE":"80216","TOTALCUSTOMERS":9541,"CUSTOMERSOUT":2
"ZIPCODE":"80231","TOTALCUSTOMERS":18814,"CUSTOMERSOUT":0
"ZIPCODE":"80239","TOTALCUSTOMERS":15344,"CUSTOMERSOUT":1
"ZIPCODE":"80247","TOTALCUSTOMERS":16475,"CUSTOMERSOUT":0
"ZIPCODE":"80249","TOTALCUSTOMERS":16301,"CUSTOMERSOUT":8
"ZIPCODE":"80634","TOTALCUSTOMERS":26548,"CUSTOMERSOUT":1
"ZIPCODE":"81501","TOTALCUSTOMERS":12245,"CUSTOMERSOUT":1
