"ZIPCODE":"55110","TOTALCUSTOMERS":16997,"CUSTOMERSOUT":9
"ZIPCODE":"55117","TOTALCUSTOMERS":18520,"CUSTOMERSOUT":10
"ZIPCODE":"55356","TOTALCUSTOMERS":2412,"CUSTOMERSOUT":1
"ZIPCODE":"55402","TOTALCUSTOMERS":1183,"CUSTOMERSOUT":1
"ZIPCODE":"55404","TOTALCUSTOMERS":13447,"CUSTOMERSOUT":343
"ZIPCODE":"55422","TOTALCUSTOMERS":13806,"CUSTOMERSOUT":2
"ZIPCODE":"56139","TOTALCUSTOMERS":169,"CUSTOMERSOUT":1
"ZIPCODE":"79101","TOTALCUSTOMERS":2168,"CUSTOMERSOUT":1
"ZIPCODE":"79106","TOTALCUSTOMERS":14271,"CUSTOMERSOUT":1
"ZIPCODE":"79108","TOTALCUSTOMERS":6519,"CUSTOMERSOUT":6
"ZIPCODE":"79109","TOTALCUSTOMERS":22380,"CUSTOMERSOUT":1
"ZIPCODE":"79350","TOTALCUSTOMERS":457,"CUSTOMERSOUT":1
"ZIPCODE":"54729","TOTALCUSTOMERS":16190,"CUSTOMERSOUT":1
"ZIPCODE":"80110","TOTALCUSTOMERS":14028,"CUSTOMERSOUT":1
"ZIPCODE":"80125","TOTALCUSTOMERS":5905,"CUSTOMERSOUT":1
"ZIPCODE":"80227","TOTALCUSTOMERS":17527,"CUSTOMERSOUT":1
"ZIPCODE":"80403","TOTALCUSTOMERS":7640,"CUSTOMERSOUT":1
"ZIPCODE":"80503","TOTALCUSTOMERS":2799,"CUSTOMERSOUT":1
"ZIPCODE":"88101","TOTALCUSTOMERS":19688,"CUSTOMERSOUT":8
"ZIPCODE":"88242","TOTALCUSTOMERS":3662,"CUSTOMERSOUT":1
